State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,3500,4000,4000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4800,4800
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3300,4000,4000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,5000,5000
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5600,5600
Tamil Nadu,Thiruvarur,Muthupettai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,4800,4800
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4400,4400,4400
Tamil Nadu,Vellore,Thirupathur,Potato,(Red Nanital),Local,19/08/2024,4000,4400,4400
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,6000,6000
Tamil Nadu,Villupuram,Ulundurpettai,Onion,Bellary,Local,19/08/2024,4600,4600,4600
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5500,6000,6000
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Potato,(Red Nanital),FAQ,19/08/2024,3800,3800,3800
Uttar Pradesh,Agra,Fatehpur Sikri,Potato,Local,FAQ,19/08/2024,2020,2250,2135
Uttar Pradesh,Baghpat,Bagpat,Potato,Desi,FAQ,19/08/2024,1800,2200,2000
Uttar Pradesh,Balrampur,Tulsipur,Potato,Desi,FAQ,19/08/2024,2410,2470,2440
Uttar Pradesh,Gonda,Gonda,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/08/2024,7125,7200,7150
Uttar Pradesh,Gonda,Gonda,Potato,Chandermukhi,FAQ,19/08/2024,2350,2400,2375
Uttar Pradesh,Hathras,Shadabad,Potato,Desi,FAQ,19/08/2024,1500,1600,1550
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/08/2024,6845,7045,6945
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Rice,Common,FAQ,19/08/2024,3050,3250,3150
Uttar Pradesh,Kaushambi,Manjhanpur,Potato,Desi,FAQ,19/08/2024,2220,2360,2285
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Onion,Red,FAQ,19/08/2024,3350,3650,3450
Uttar Pradesh,Prayagraj,Allahabad,Onion,Red,FAQ,19/08/2024,3150,3300,3200
Uttar Pradesh,Prayagraj,Allahabad,Potato,Chandermukhi,FAQ,19/08/2024,2300,2400,2350
Uttar Pradesh,Saharanpur,Gangoh,Onion,Red,FAQ,19/08/2024,3000,3200,3100
Uttar Pradesh,Sitapur,Sitapur,Potato,Desi,FAQ,19/08/2024,2100,2420,2355
West Bengal,Bankura,Bankura Sadar,Masur Dal,Masur Dal,FAQ,19/08/2024,8200,9700,9600
West Bengal,Bankura,Khatra,Potato,Jyoti,FAQ,19/08/2024,2220,2320,2260
West Bengal,Birbhum,Bolpur,Onion,Nasik,FAQ,19/08/2024,3300,3500,3400
West Bengal,Birbhum,Bolpur,Wheat,Sonalika,FAQ,19/08/2024,2200,2400,2300
West Bengal,Darjeeling,Siliguri,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,19/08/2024,9800,10200,10000
West Bengal,Darjeeling,Siliguri,Masur Dal,Masur Dal,FAQ,19/08/2024,9600,9800,9700
West Bengal,Darjeeling,Siliguri,Potato,Jyoti,FAQ,19/08/2024,2300,2350,2330
West Bengal,Puruliya,Purulia,Masur Dal,Masur Dal,FAQ,19/08/2024,9300,9500,9400
West Bengal,Puruliya,Purulia,Onion,Other,FAQ,19/08/2024,3800,4200,3900
West Bengal,Puruliya,Purulia,Potato,Jyoti,FAQ,19/08/2024,2280,2300,2290
Andhra Pradesh,Chittor,Palamaner,Potato,(Red Nanital),FAQ,19/08/2024,2000,3000,2500
Haryana,Gurgaon,Gurgaon,Onion,Other,FAQ,19/08/2024,1500,2500,2000
Haryana,Hissar,Hansi,Potato,Other,FAQ,19/08/2024,2000,3500,2000
Himachal Pradesh,Bilaspur,Bilaspur,Potato,Other,FAQ,19/08/2024,2200,3300,2800
Himachal Pradesh,Chamba,Chamba,Onion,Other,FAQ,19/08/2024,4300,4700,4500
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Potato,Other,FAQ,19/08/2024,2200,3000,2600
Himachal Pradesh,Kullu,Bhuntar,Onion,Other,FAQ,19/08/2024,3800,4000,3900
Himachal Pradesh,Mandi,Mandi(Takoli),Onion,Other,FAQ,19/08/2024,3500,4000,3800
Himachal Pradesh,Una,Una,Potato,Potato,FAQ,19/08/2024,2000,2400,2200
Karnataka,Chikmagalur,Chikkamagalore,Onion,Other,FAQ,19/08/2024,3359,3659,3459
Karnataka,Raichur,Lingasugur,Sunflower,Sunflower,FAQ,19/08/2024,4700,4750,4725
Kerala,Alappuzha,Mannar,Onion,Big,FAQ,19/08/2024,4000,4300,4200
Kerala,Alappuzha,Mannar,Potato,Other,FAQ,19/08/2024,3900,4200,4000
Kerala,Idukki,Thodupuzha,Onion,Big,FAQ,19/08/2024,3500,4200,4000
Kerala,Idukki,Thodupuzha,Potato,Other,FAQ,19/08/2024,4000,4300,4300
Kerala,Idukki,Thodupuzha,Rice,IR-8,FAQ,19/08/2024,3600,3800,3800
Kerala,Kannur,Kannur,Onion,Other,FAQ,19/08/2024,4400,4600,4500
Kerala,Kasargod,Kanjangadu,Potato,Potato,FAQ,19/08/2024,3500,4000,3700
Kerala,Kottayam,Athirampuzha,Onion,Onion,FAQ,19/08/2024,4800,5000,4900
Kerala,Kottayam,Kanjirappally,Potato,Potato,FAQ,19/08/2024,5000,5500,5300
Kerala,Kottayam,Kottayam,Onion,Onion,FAQ,19/08/2024,5800,6200,6000
Kerala,Kottayam,Pala,Onion,Big,FAQ,19/08/2024,4200,4600,4400
Kerala,Kottayam,Thalayolaparambu,Onion,Big,FAQ,19/08/2024,4200,4600,4400
Kerala,Kottayam,Thalayolaparambu,Onion,Onion,FAQ,19/08/2024,5000,5400,5200
Kerala,Kozhikode(Calicut),Kallachi,Potato,Other,FAQ,19/08/2024,3800,4200,4000
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,FAQ,19/08/2024,3800,4200,4000
Kerala,Kozhikode(Calicut),Palayam,Potato,Other,FAQ,19/08/2024,3400,3500,3400
Kerala,Kozhikode(Calicut),Perambra,Potato,Other,FAQ,19/08/2024,3800,3900,3800
Kerala,Palakad,Palakkad,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,19/08/2024,9000,10000,9600
Kerala,Palakad,Pattambi,Onion,Small,FAQ,19/08/2024,5000,5500,5200
Kerala,Thirssur,Chavakkad,Potato,Other,FAQ,19/08/2024,4000,4800,4800
Kerala,Thirssur,Chelakkara,Onion,Other,FAQ,19/08/2024,3800,4000,3900
Kerala,Thiruvananthapuram,Pothencode,Potato,Other,FAQ,19/08/2024,28800,28880,28840
Madhya Pradesh,Katni,Katni,Wheat,Mill Quality,FAQ,19/08/2024,2550,2560,2560
Madhya Pradesh,Sagar,Deori,Bengal Gram(Gram)(Whole),Gram,FAQ,19/08/2024,7110,7110,7110
Manipur,Bishnupur,Bishenpur,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,19/08/2024,15500,16000,15750
Manipur,Bishnupur,Bishenpur,Rice,Other,FAQ,19/08/2024,5300,5300,5300
Manipur,Imphal East,Lamlong Bazaar,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/08/2024,8500,9000,8750
Manipur,Imphal East,Lamlong Bazaar,Onion,Other,FAQ,19/08/2024,5000,6000,5500
Manipur,Kakching,Kakching Market,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,19/08/2024,10500,11000,10750
Manipur,Kakching,Kakching Market,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/08/2024,8500,9000,8750
Manipur,Kakching,Kakching Market,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,19/08/2024,15500,16000,15750
Manipur,Kakching,Kakching Market,Masur Dal,Masur Dal,FAQ,19/08/2024,10500,11000,10750
Manipur,Kakching,Kakching Market,Onion,Red,FAQ,19/08/2024,5500,6000,5750
Manipur,Thoubal,Thoubal,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,19/08/2024,18500,19000,18750
Manipur,Thoubal,Thoubal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,19/08/2024,10500,11000,10750
Nagaland,Mokokchung,Mangkolemba,Onion,Other,FAQ,19/08/2024,4500,5500,5000
Nagaland,Mokokchung,Mokokchung Town,Potato,Other,FAQ,19/08/2024,3500,4500,4000
Odisha,Bhadrak,Bhadrak,Potato,(Red Nanital),FAQ,19/08/2024,3000,3800,3400
Odisha,Jharsuguda,Jharsuguda,Onion,Other,FAQ,19/08/2024,4000,4500,4000
Punjab,Bhatinda,Bhagta Bhai Ka,Onion,Other,FAQ,19/08/2024,3800,3800,3800
Punjab,Fazilka,Fazilka,Onion,Other,FAQ,19/08/2024,3500,4500,4000
Punjab,Fazilka,Fazilka,Potato,Other,FAQ,19/08/2024,1500,2500,2000
Punjab,Ferozpur,Mamdot,Onion,Other,FAQ,19/08/2024,4700,4900,4800
Punjab,Hoshiarpur,Dasuya,Potato,Other,FAQ,19/08/2024,2000,2400,2200
Punjab,Hoshiarpur,Mukerian(Talwara),Onion,Onion,FAQ,19/08/2024,3800,4200,4000
Punjab,Hoshiarpur,Tanda Urmur,Potato,Other,FAQ,19/08/2024,2400,2800,2600
Punjab,Ludhiana,Doraha,Potato,Other,FAQ,19/08/2024,1800,2000,1900
Punjab,Ludhiana,Khanna,Onion,Other,FAQ,19/08/2024,2000,3200,2500
Punjab,Ludhiana,Ludhiana,Potato,Other,FAQ,19/08/2024,400,1800,900
Punjab,Moga,Moga,Onion,Other,FAQ,19/08/2024,3500,4100,3800
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,5000,5000
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,2800,3800,3800
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,2500,3500,3500
Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,3000,3500,3500
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4300,4300
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3600,6800,6800
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4400,4400
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4200,6800,6800
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5200,5200,5200
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,5000,5000
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5500,6200,6200
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,4500,4500
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3000,4000,4000
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,7000,7000
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4500,4500
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4500,4500
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,6500,6500
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,6000,6000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5500,5500,5500
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,6000,6000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,3000,4500,4500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,5000,5000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4600,4600
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5400,5400,5400
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,5000,5000
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5400,5600,5600
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5600,5600
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3500,4500,4500
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5500,6000,6000
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4600,5000,5000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4600,5000,5000
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,7000,7000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Onion,Bellary,Local,19/08/2024,4500,5500,5500
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4200,4200
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4400,4600,4600
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4200,4200
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5000,5000
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4800,4800
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4200,5000,5000
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4800,4800
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3000,4000,4000
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4200,5000,5000
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4800,4800,4800
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,4800,4800
Tamil Nadu,Thiruvarur,Valangaiman,Onion,Bellary,Local,19/08/2024,4800,4800,4800
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,4500,4500
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5000,5000
Tamil Nadu,Thiruvellore,Paruthipattu(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,5000,5000
Tamil Nadu,Tuticorin,Thoothukudi,Black Gram (Urd Beans)(Whole),Other,Local,19/08/2024,6500,7000,6800
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,4500,4500
Tamil Nadu,Vellore,Thirupathur,Onion,Bellary,Local,19/08/2024,4500,4800,4800
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4800,4800
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,5000,5000
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,6000,9000,9000
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Onion,1st Sort,FAQ,19/08/2024,4000,4000,4000
Tripura,Dhalai,Kulai,Potato,Local,FAQ,19/08/2024,3500,4000,3800
Tripura,North Tripura,Dasda,Onion,Onion,FAQ,19/08/2024,4000,5000,4500
Uttar Pradesh,Agra,Achnera,Potato,Desi,FAQ,19/08/2024,2000,2220,2130
Uttar Pradesh,Ambedkarnagar,Akbarpur,Potato,Badshah,FAQ,19/08/2024,2300,2400,2385
Uttar Pradesh,Badaun,Visoli,Potato,Desi,FAQ,19/08/2024,2000,2000,2000
Uttar Pradesh,Fatehpur,Fatehpur,Onion,Red,FAQ,19/08/2024,3000,3220,3115
Uttar Pradesh,Gonda,Gonda,Arhar Dal(Tur Dal),U.P. (Split),FAQ,19/08/2024,14600,15000,14800
Uttar Pradesh,Gonda,Nawabganj,Onion,Red,FAQ,19/08/2024,3350,3450,3400
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Potato,Badshah,FAQ,19/08/2024,2255,2455,2355
Uttar Pradesh,Jhansi,Moth,Potato,Desi,FAQ,19/08/2024,2350,2500,2450
Uttar Pradesh,Prayagraj,Jasra,Onion,Red,FAQ,19/08/2024,3120,3275,3200
Uttar Pradesh,Prayagraj,Jasra,Potato,Desi,FAQ,19/08/2024,2260,2420,2335
Uttar Pradesh,Sambhal,Muradabad,Onion,Red,FAQ,19/08/2024,3180,3260,3220
Uttar Pradesh,Sambhal,Muradabad,Potato,Desi,FAQ,19/08/2024,2200,2260,2230
Uttar Pradesh,Shahjahanpur,Puwaha,Onion,Red,FAQ,19/08/2024,2700,2900,2800
Uttar Pradesh,Shamli,Kairana,Onion,Red,FAQ,19/08/2024,1900,2000,1950
Uttar Pradesh,Sitapur,Sitapur,Onion,Red,FAQ,19/08/2024,2250,3000,2890
West Bengal,Bankura,Khatra,Wheat,Sonalika,FAQ,19/08/2024,2700,3000,2800
West Bengal,Birbhum,Bolpur,Potato,Jyoti,FAQ,19/08/2024,2200,2350,2300
West Bengal,Murshidabad,Jangipur,Potato,Jyoti,FAQ,19/08/2024,2380,2430,2400
West Bengal,Puruliya,Purulia,Mustard Oil,Mustard Oil,FAQ,19/08/2024,13690,13850,13770
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Onion,Other,FAQ,19/08/2024,3000,3500,3250
Haryana,Gurgaon,Gurgaon,Potato,Other,FAQ,19/08/2024,1000,2000,1500
Himachal Pradesh,Kullu,Bhuntar,Potato,Other,FAQ,19/08/2024,2200,3000,2600
Himachal Pradesh,Mandi,Mandi(Takoli),Potato,Other,FAQ,19/08/2024,2000,2500,2300
Himachal Pradesh,Sirmore,Paonta Sahib,Onion,Other,FAQ,19/08/2024,3600,4000,3800
Himachal Pradesh,Una,Una,Onion,Onion,FAQ,19/08/2024,4000,4500,4250
Karnataka,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,19/08/2024,3202,3402,3302
Kerala,Alappuzha,Cherthala,Onion,Big,FAQ,19/08/2024,5000,5200,5100
Kerala,Ernakulam,North Paravur,Potato,(Red Nanital),FAQ,19/08/2024,4500,5500,5000
Kerala,Ernakulam,Perumbavoor,Onion,Onion,FAQ,19/08/2024,3500,4500,4000
Kerala,Kannur,Taliparamba,Onion,Onion,FAQ,19/08/2024,4200,4400,4300
Kerala,Kasargod,Kanjangadu,Onion,Big,FAQ,19/08/2024,4100,4600,4300
Kerala,Kollam,Kottarakkara,Potato,Other,FAQ,19/08/2024,4000,5000,4000
Kerala,Kottayam,Kottayam,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,19/08/2024,12300,13700,13000
Kerala,Kottayam,Pampady,Onion,Big,FAQ,19/08/2024,4200,5200,5000
Kerala,Kottayam,Pampady,Potato,Other,FAQ,19/08/2024,4400,5300,5000
Kerala,Kottayam,Thalayolaparambu,Potato,Other,FAQ,19/08/2024,4200,4600,4400
Kerala,Kozhikode(Calicut),Palayam,Onion,Other,FAQ,19/08/2024,4100,4200,4100
Kerala,Malappuram,Manjeri,Onion,Other,FAQ,19/08/2024,4100,4200,4150
Kerala,Palakad,Palakkad,Green Gram (Moong)(Whole),Green (Whole),FAQ,19/08/2024,11500,13000,12300
Kerala,Palakad,Palakkad,Green Gram (Moong)(Whole),Green Gram Dhall-I,FAQ,19/08/2024,13000,14000,13600
Kerala,Palakad,Pattambi,Onion,Big,FAQ,19/08/2024,4200,4500,4400
Kerala,Thirssur,Chavakkad,Onion,Other,FAQ,19/08/2024,4000,4800,4800
Manipur,Imphal West,Imphal,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,19/08/2024,17000,18000,17500
Manipur,Imphal West,Imphal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,19/08/2024,10000,11000,10500
Manipur,Imphal West,Imphal,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,19/08/2024,7000,8000,7500
Manipur,Imphal West,Imphal,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,19/08/2024,15000,16000,15500
Manipur,Imphal West,Imphal,Masur Dal,Masur Dal,FAQ,19/08/2024,10000,11000,10500
Manipur,Imphal West,Imphal,Potato,Other,FAQ,19/08/2024,3400,4000,3700
Manipur,Imphal West,Imphal,Rice,Other,FAQ,19/08/2024,5300,5300,5300
Manipur,Thoubal,Thoubal,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,19/08/2024,13500,14000,13750
Odisha,Mayurbhanja,Karanjia,Rice,Other,FAQ,19/08/2024,3200,3400,3300
Punjab,Ferozpur,Mamdot,Potato,Other,FAQ,19/08/2024,2150,2250,2200
Punjab,Hoshiarpur,Tanda Urmur,Onion,Other,FAQ,19/08/2024,3800,4000,3900
Punjab,Jalandhar,Lohian Khas,Potato,Other,FAQ,19/08/2024,500,700,600
Punjab,Ludhiana,Khanna,Potato,Other,FAQ,19/08/2024,1000,1800,1500
Punjab,Ludhiana,Ludhiana,Onion,Other,FAQ,19/08/2024,1100,3500,2800
Punjab,Moga,Moga,Potato,Other,FAQ,19/08/2024,1500,2000,1800
Punjab,Sangrur,Malerkotla,Onion,Other,FAQ,19/08/2024,2300,2800,2700
Rajasthan,Ganganagar,Suratgarh,Potato,(Red Nanital),FAQ,19/08/2024,1200,1700,1500
Rajasthan,Hanumangarh,Goluwala,Onion,1st Sort,FAQ,19/08/2024,3800,3800,3800
Tamil Nadu,Chengalpattu,Jameenrayapettai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3000,4000,4000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3500,4000,4000
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4200,4200
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4400,4800,4800
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4500,4500
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,5000,5000
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4600,4600
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4600,4600
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4300,4500,4500
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4600,5000,5000
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4400,5200,5200
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4600,4800,4800
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5500,5800,5800
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4400,4400
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,4500,4500
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,3000,4000,4000
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4600,5000,5000
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,6300,7000,7000
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
